piton/tools/perlmod/Tie/IxHash.pm:106:  return $_[0][1][$_[0][3]++] if ($_[0][3] <= $#{$_[0][1]});
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:273:        serial_buffer_channel <= 2'd0;
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:275:        serial_buffer_channel_f <= 2'd0;
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:280:            serial_buffer_data <= data_to_serial_buffer[31:0];
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:333:       credit_fifo_wren_f <= 1'b0; 
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:347:        credit_fifo_out_f <= 3'd0;
piton/design/common/fpga_bridge/fpga_send/rtl/fpga_bridge_send_32.v:353:            credit_fifo_out_f <= 3'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:153:        buffered_channel <= 2'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:154:        channel_buffer_count <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:155:        data_channel_f <= 2'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:156:        data_channel_ff <= 2'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:157:        data_channel_fff <= 2'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:166:            channel_buffer_count <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:167:            buffered_channel <= 2'b00;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:366:        credit_to_chip_r <= 3'b000;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:367:        credit_fifo_out_f <= 3'b000;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_32.v:375:           credit_fifo_out_f <= 3'b000;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:115:        rst_d1 <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:116:        rst_d2 <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:117:        rst_d3 <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:118:        rst_d4 <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:119:        rst_d5 <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:139:        channel_buffer[0] <= 16'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:140:        channel_buffer[1] <= 16'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:141:        channel_buffer[2] <= 16'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:142:        channel_buffer[3] <= 16'd0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:143:        channel_buffer_count <= 0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:149:            channel_buffer_count <= channel_buffer_count + 2'b01;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:153:            channel_buffer_count <= 2'b00;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:189:        bout_val_buf1 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:197:        bout_val_buf1 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:225:        bout_val_buf2 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:233:        bout_val_buf2 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:261:        bout_val_buf3 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:269:        bout_val_buf3 <= 1'b0;
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:317:        credit_to_chip_r <= 3'b000;       
piton/design/common/fpga_bridge/fpga_rcv/rtl/fpga_bridge_rcv_16.v:324:           credit_to_chip_r <= 3'b000;       
piton/design/chipset/io_xbar/common/rtl/io_xbar_space_avail_top.v:122:	   yummy_f <= 1'b0;
piton/design/chipset/io_xbar/common/rtl/io_xbar_space_avail_top.v:123:	   valid_f <= 1'b0;
piton/design/chipset/io_xbar/common/rtl/io_xbar_space_avail_top.v:132:	   is_one_f         <= top_bits_zero_temp & count_temp[0];
piton/design/chipset/io_xbar/rtl/io_xbar_top.v.pyv:452:                myLocY_f <= `XY_WIDTH'd0;
piton/design/chipset/io_xbar/rtl/io_xbar_top.v.pyv:453:                myLocX_f <= `XY_WIDTH'd0;
piton/design/chipset/io_xbar/rtl/io_xbar_top.v.pyv:454:                myChipID_f <= `CHIP_ID_WIDTH'd0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:174:        3'b000: header_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:175:        3'b001: header_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:176:        3'b010: header_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:180:        3'b101: header_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:212:                count_f <= 5'd0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:214:                thanks_all_f <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:216:                count_one_f <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_input_control.v.pyv:217:                tail_last_f <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:202:		thanks_b <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:203:		thanks_c <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:204:		thanks_d <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:205:		thanks_x <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:219:	      s = s + indent + ("thanks_%d <= 1'b0;" % b)
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:309:		new_route <= <%= "`IO_XBAR_ROUTE_%d" % 0%>;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:328:		      print ("\t\t\t\troute_req_%d_mask <= 1'b0;" % b)
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:342:				route_req_a_mask <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:382:	4'b0001:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:384:	4'b0011:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:385:	4'b0100:	new_route_needed <= 1'b0;	//This line should probably be turned to a 1 if we are to implement "Mikes fairness" schema
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:386:	4'b0101:	new_route_needed <= 1'b0;	//This line should probably be turned to a 1 if we are to implement "Mikes fairness" schema
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:391:	4'b1001:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:392://	4'b1010:	new_route_needed <= 1'b0;	//this is scary CHECK THIS BEFORE CHIP SHIPS
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:395:	4'b1011:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:396:	4'b1100:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:397:	4'b1101:	new_route_needed <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:410:	5'b00000:	planned_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:412:	5'b00010:	planned_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:414:	5'b00100:	planned_temp <= 1'b0;	//error what did we just send
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:416:	5'b00110:	planned_temp <= 1'b0;	//error
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:417:	5'b00111:	planned_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:419:	5'b01000:	planned_temp <= 1'b0;	//error
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:421:	5'b01010:	planned_temp <= 1'b0;	//This actually cannot happen
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:423:	5'b01100:	planned_temp <= 1'b0;	//What did we just send?
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:425:	5'b01110:	planned_temp <= 1'b0;	//error
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:426:	5'b01111:	planned_temp <= 1'b0;	//The default route is
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:446://	5'b11110:	planned_temp <= 1'b0;	//This is wrong becasue if
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:454:	default:	planned_temp <= 1'b0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:463:		current_route_f <= 3'd0;
piton/design/chipset/io_xbar/dynamic/rtl/io_xbar_output_control.v.pyv:464:		planned_f <= 1'd0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:154:            araddr_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:155:            awaddr_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:156:            wdata_buffer_val  <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:157:            rdata_buffer_val  <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:158:            bresp_buffer_val  <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:159:            araddr_buffer <= `C_S_AXI_LITE_DATA_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:160:            awaddr_buffer <= `C_S_AXI_LITE_DATA_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:161:            wdata_buffer <= `C_S_AXI_LITE_DATA_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:162:            wstrb_buffer <= 8'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:163:            rdata_buffer <= `C_S_AXI_LITE_DATA_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:164:            rresp_buffer <= `C_S_AXI_LITE_RESP_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:165:            bresp_buffer <= `C_S_AXI_LITE_RESP_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:175:                rdata_buffer <= {56'b0, axi_lite_slave_regs[regs_read_index]}; //need padding
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:176:                rresp_buffer <= `C_S_AXI_LITE_RESP_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:178:                araddr_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:182:                rdata_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:200:                    axi_lite_slave_regs[regs_write_index[0]] <= wdata_buffer[`AXI_LITE_SLAVE_REG_SIZE-1:0];
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:204:                    axi_lite_slave_regs[regs_write_index[1]] <= wdata_buffer[`AXI_LITE_SLAVE_REG_SIZE-1:0];
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:210:                    axi_lite_slave_regs[regs_write_index[3]] <= wdata_buffer[`AXI_LITE_SLAVE_REG_SIZE-1:0];                    
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:220:                    axi_lite_slave_regs[regs_write_index[7]] <= wdata_buffer[`AXI_LITE_SLAVE_REG_SIZE-1:0];  
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:222:                bresp_buffer <= `C_S_AXI_LITE_RESP_WIDTH'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:224:                awaddr_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:225:                wdata_buffer_val <= 1'b0;
piton/design/chipset/axi_lite_slave_rf/rtl/axi_lite_slave_rf.v:229:                bresp_buffer_val <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:184:            rx_data_rdy_set   <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:185:            tx_data_empty     <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:186:            tx_data_full_clr  <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:187:            spi_clk_out       <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:188:            spi_data_out      <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:189:            rx_data_out       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:190:            tx_data_shift_reg <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:191:            rx_data_shift_reg <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:192:            bit_cnt           <= 4'h0;
piton/design/chipset/axi_sd_bridge/rtl/rwspi_wire_data.v:193:            clk_delay_cnt     <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:88:            fifo_full       <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:89:            buffer_in_index <= 0;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:99:                    fifo_full <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:107:        num_elements_in_fifo <= { {16-ADDR_WIDTH-1{1'b0}}, buffer_cnt }; //pad buffer_cnt with leading zeroes
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:111:            buffer_out_index <= 0;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:112:            fifo_r_en_delayed <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/sm_fifo_rtl.v:123:                fifo_empty <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:117:            spi_da_tx_data_stb <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:127:                rst_from_bus <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:134:                spi_trans_ctrl_stb <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:139:                    `TRANS_TYPE_REG:         spi_trans_type_stb <= dat_i[1:0];
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:149:                rst_from_bus <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:150:                spi_trans_ctrl_stb <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:186:            rst_shift <= { 1'b0, rst_shift[20:1] };
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:208:            spi_trans_ctrl_shift <= 21'b000000000000000000000;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:212:            spi_trans_ctrl_shift <= { 1'b0, spi_trans_ctrl_shift[20:1] };
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:218:            spi_trans_ctrl_reg1 <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:219:            spi_trans_ctrl_reg2 <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:220:            spi_trans_ctrl_reg3 <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:223:            spi_trans_ctrl_reg1 <= spi_trans_ctrl_shift[0];
piton/design/chipset/axi_sd_bridge/rtl/status_register_control.v:240:            spi_da_tx_data <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:303:          sd_init_rdy       <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:306:          tx_data_out       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:307:          tx_data_wen       <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:308:          cmd_byte          <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:309:          data_byte_1       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:310:          data_byte_2       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:311:          data_byte_3       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:312:          data_byte_4       <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:313:          check_sum_byte    <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:314:          send_cmd_req      <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:315:          rx_data_rdy_clr   <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:316:          loop_cnt          <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:317:          del_cnt_1         <= 10'h000;
piton/design/chipset/axi_sd_bridge/rtl/init_sd.v:318:          del_cnt_2         <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:572:        read_write_sd_block_rdy <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:574:        read_error              <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:575:        write_error             <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:576:        tx_data_out             <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:577:        tx_data_wen             <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:578:        rx_data_rdy_clr         <= 1'b0;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:579:        cmd_byte                <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:580:        data_byte_1             <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:581:        data_byte_2             <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:582:        data_byte_3             <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:583:        data_byte_4             <= 8'h00;
piton/design/chipset/axi_sd_bridge/rtl/read_write_sd_block.v:584:        check_sum_byte          <= 8'h00;
